qid,ndcg@50
543,0.000000
544,0.000000
545,1.000000
546,1.000000
547,1.000000
548,1.000000
549,0.000000
55,0.000000
550,0.180031
551,1.000000
552,0.315465
553,1.000000
554,0.000000
555,0.630930
556,0.000000
557,0.194959
558,0.500000
559,1.000000
56,0.000000
560,0.000000
561,0.356207
562,1.000000
563,1.000000
564,0.270238
565,0.208015
566,0.184289
567,0.630930
568,0.650921
569,0.630930
57,1.000000
570,0.500000
571,0.193426
572,1.000000
573,0.227670
574,0.630930
575,1.000000
576,0.500000
577,1.000000
578,0.189200
579,1.000000
58,0.000000
580,1.000000
581,0.278943
582,1.000000
583,1.000000
584,1.000000
585,1.000000
586,0.356207
587,0.630930
588,0.630930
589,1.000000
59,0.000000
590,0.000000
591,0.000000
592,0.000000
593,0.278943
594,0.333333
595,0.198240
596,1.000000
6,0.289065
60,0.000000
61,0.386853
62,0.000000
63,0.000000
64,1.000000
65,0.806574
66,1.000000
67,0.000000
68,0.797723
69,0.430677
7,0.500000
70,0.000000
71,0.278943
72,0.196562
73,0.278943
74,0.613147
75,0.000000
76,1.000000
77,0.500000
78,0.215338
79,0.630930
8,0.765361
80,0.389441
81,0.630930
82,1.000000
83,0.187902
84,0.000000
85,1.000000
86,0.301030
87,0.000000
88,1.000000
89,0.356207
9,0.190551
90,1.000000
91,0.193426
92,0.000000
93,0.268083
94,0.430677
95,0.222553
96,0.282926
97,0.500000
98,0.000000
99,0.500000
