qid,ndcg@50
280,0.430677
281,1.000000
282,0.301030
283,1.000000
284,1.000000
285,0.250000
286,1.000000
287,1.000000
288,0.244651
289,1.000000
29,0.386853
290,1.000000
291,0.250000
292,0.000000
293,1.000000
294,0.000000
295,0.386853
296,0.500000
297,0.000000
298,0.386853
299,0.244651
3,0.000000
30,0.000000
300,0.630930
301,0.000000
302,0.630930
303,0.255958
304,0.262650
305,1.000000
306,0.000000
307,0.000000
308,0.000000
309,0.301030
31,1.000000
310,0.000000
311,0.110386
312,0.224244
313,1.000000
314,1.000000
315,0.289065
316,0.630930
317,0.430677
318,0.500000
319,0.000000
32,0.500000
320,0.255958
321,0.198240
322,1.000000
323,1.000000
324,0.000000
325,0.182088
326,0.000000
327,0.386853
328,0.139595
329,1.000000
33,0.224244
330,1.000000
331,0.000000
332,0.000000
333,0.430677
334,0.135545
335,0.110386
336,1.000000
337,0.185449
338,0.500000
339,0.500000
34,1.000000
340,0.000000
341,0.630930
342,0.191959
343,0.000000
344,0.500000
345,1.000000
346,0.000000
347,0.000000
348,0.000000
349,0.000000
35,0.000000
350,0.000000
351,1.000000
352,0.000000
353,0.000000
354,0.289065
355,0.430677
356,0.000000
357,0.210310
358,1.000000
359,0.630930
36,0.500000
360,0.000000
361,1.000000
362,0.000000
363,0.000000
364,0.000000
365,1.000000
366,0.201849
367,0.630930
368,0.000000
369,0.000000
37,1.000000
370,1.000000
371,0.430677
372,0.180031
373,1.000000
374,0.630930
375,0.500000
376,0.278943
377,0.315465
378,0.000000
379,0.500000
38,0.250000
380,0.000000
381,0.235409
382,0.000000
383,0.177184
384,0.235409
385,0.500000
386,0.278943
387,1.000000
388,0.630930
389,0.239812
39,0.190551
390,0.231378
391,1.000000
392,0.255958
393,0.356207
394,0.210310
395,0.000000
396,0.630930
397,0.000000
398,1.000000
399,0.270238
4,0.289065
40,0.333333
400,0.289065
401,0.500000
402,0.212746
403,0.000000
404,0.000000
405,1.000000
406,1.000000
407,1.000000
408,1.000000
409,0.000000
41,0.000000
410,0.262650
411,0.000000
412,0.386853
413,0.262650
414,0.500000
415,0.000000
416,0.430677
417,0.386853
418,1.000000
419,0.630930
42,0.605260
420,0.000000
421,0.255958
422,1.000000
423,0.208015
424,0.430677
425,1.000000
426,0.270238
427,0.221065
428,0.224244
429,0.000000
43,0.630930
430,1.000000
431,0.000000
432,0.000000
433,0.000000
434,1.000000
435,0.356207
436,0.255958
437,0.278943
438,0.270238
439,0.218104
44,0.000000
440,0.386853
441,1.000000
442,1.000000
443,1.000000
444,0.000000
445,0.215338
446,0.430677
447,0.630930
448,1.000000
449,0.250000
45,1.000000
450,0.630930
451,0.000000
452,0.630930
453,0.187902
454,1.000000
455,1.000000
456,0.203795
457,0.301030
458,0.500000
459,1.000000
46,0.000000
460,0.301030
461,0.630930
462,1.000000
463,0.262650
464,0.244651
465,1.000000
466,0.356207
467,0.212746
468,0.000000
469,0.000000
47,0.239812
470,0.430677
471,0.191959
472,0.301030
473,0.000000
474,1.000000
475,0.200000
476,0.430677
477,0.500000
478,0.000000
479,0.289065
48,0.630930
480,0.000000
481,0.315465
482,0.630930
483,1.000000
484,0.386853
485,0.630930
486,1.000000
487,0.270238
488,0.386853
489,0.630930
49,0.000000
490,0.630930
491,1.000000
492,0.333333
493,0.333333
494,0.262650
495,1.000000
496,0.000000
497,1.000000
498,0.430677
499,1.000000
5,0.630930
50,0.500000
500,0.500000
501,0.315465
502,0.000000
503,1.000000
504,0.000000
505,0.333333
506,0.000000
507,0.000000
508,1.000000
509,0.500000
51,0.500000
510,0.255958
511,1.000000
512,0.630930
513,1.000000
514,0.315465
515,0.315465
516,1.000000
517,0.221065
518,1.000000
519,0.255958
52,0.244651
520,1.000000
521,0.000000
522,0.000000
523,0.262650
524,1.000000
525,1.000000
526,0.301030
527,0.000000
528,0.218104
529,1.000000
53,0.613147
530,1.000000
531,0.430677
532,0.191959
533,0.189200
534,0.630930
535,1.000000
536,0.500000
537,1.000000
538,0.000000
539,0.315465
54,1.000000
540,0.315465
541,1.000000
542,0.630930
543,0.000000
544,0.000000
545,1.000000
546,1.000000
547,0.630930
548,0.630930
549,0.000000
55,0.000000
550,0.356207
551,0.500000
552,0.224244
553,1.000000
554,0.000000
555,0.430677
556,0.000000
557,0.186652
558,0.333333
559,0.000000
56,0.000000
560,0.178104
561,0.430677
562,1.000000
563,1.000000
564,0.203795
565,0.000000
566,0.000000
567,1.000000
568,0.693426
569,0.630930
57,1.000000
570,1.000000
571,1.000000
572,1.000000
573,0.500000
574,0.630930
575,0.180031
576,0.500000
577,1.000000
578,0.000000
579,1.000000
58,0.000000
580,0.630930
581,0.208015
582,0.630930
583,0.630930
584,0.630930
585,1.000000
586,0.200000
587,1.000000
588,0.278943
589,1.000000
59,0.000000
590,0.000000
591,0.000000
592,0.000000
593,1.000000
594,0.500000
595,0.239812
596,1.000000
6,0.210310
60,0.386853
61,0.000000
62,0.000000
63,0.000000
64,1.000000
65,0.817530
66,1.000000
67,0.000000
68,0.919721
69,0.386853
7,0.630930
70,0.193426
71,0.186652
72,0.255958
73,0.235409
74,0.386853
75,0.000000
76,1.000000
77,0.500000
78,0.203795
79,0.239812
8,0.816457
80,0.378514
81,1.000000
82,1.000000
83,0.278943
84,0.000000
85,0.630930
86,0.630930
87,0.333333
88,1.000000
89,0.630930
9,0.000000
90,1.000000
91,0.630930
92,0.000000
93,0.248042
94,0.630930
95,0.416181
96,0.230983
97,0.630930
98,0.190551
99,1.000000
