qid,ndcg@50
511,0.215338
512,0.224244
513,0.630930
514,0.000000
515,0.000000
516,1.000000
517,0.190551
518,0.262650
519,0.000000
52,0.000000
520,0.000000
521,0.000000
522,0.000000
523,0.183169
524,0.000000
525,0.500000
526,1.000000
527,0.000000
528,0.218104
529,0.430677
53,0.613147
530,0.500000
531,0.301030
532,0.000000
533,0.210310
534,0.178104
535,0.430677
536,0.386853
537,0.301030
538,0.000000
539,0.235409
54,0.630930
540,0.000000
541,1.000000
542,0.201849
543,0.000000
544,0.000000
545,0.333333
546,0.500000
547,0.227670
548,0.315465
549,0.430677
55,0.000000
550,0.000000
551,0.630930
552,0.000000
553,0.386853
554,0.000000
555,0.187902
556,0.000000
557,0.000000
558,0.000000
559,0.000000
56,0.000000
560,0.000000
561,0.500000
562,0.386853
563,0.000000
564,0.210310
565,0.231378
566,0.000000
567,0.301030
568,0.268498
569,0.191959
57,0.239812
570,0.255958
571,1.000000
572,0.000000
573,1.000000
574,0.183169
575,0.000000
576,0.000000
577,1.000000
578,0.179052
579,0.205847
58,0.000000
580,0.000000
581,0.000000
582,0.630930
583,0.630930
584,0.315465
585,0.430677
586,0.000000
587,0.289065
588,0.630930
589,0.630930
59,0.000000
590,0.000000
591,0.000000
592,0.000000
593,0.194959
594,0.630930
595,0.000000
596,1.000000
6,0.386853
60,0.270238
61,0.000000
62,0.000000
63,0.000000
64,0.278943
65,0.000000
66,0.000000
67,0.000000
68,0.115211
69,0.255958
7,0.315465
70,0.000000
71,0.000000
72,0.386853
73,0.212746
74,0.237198
75,0.000000
76,0.000000
77,0.333333
78,0.000000
79,0.000000
8,0.296082
80,0.128951
81,0.630930
82,0.000000
83,0.198240
84,0.000000
85,0.500000
86,0.000000
87,0.184289
88,0.278943
89,0.356207
9,0.000000
90,0.386853
91,0.333333
92,0.000000
93,0.000000
94,0.000000
95,0.273784
96,0.531425
97,0.000000
98,0.000000
99,0.000000
