qid,ndcg@50
304,0.000000
305,0.278943
306,0.000000
307,0.255958
308,0.000000
309,0.176291
31,0.630930
310,0.000000
311,0.000000
312,0.000000
313,1.000000
314,0.000000
315,0.000000
316,0.333333
317,0.196562
318,0.000000
319,0.000000
32,0.630930
320,0.000000
321,0.000000
322,0.333333
323,0.000000
324,0.000000
325,0.000000
326,0.000000
327,0.239812
328,0.114445
329,0.000000
33,0.356207
330,1.000000
331,0.000000
332,0.201849
333,0.000000
334,0.000000
335,0.000000
336,0.000000
337,0.000000
338,0.630930
339,0.270238
34,0.000000
340,0.000000
341,0.000000
342,0.000000
343,0.000000
344,0.000000
345,1.000000
346,0.000000
347,0.000000
348,0.000000
349,0.250000
35,0.000000
350,0.000000
351,0.386853
352,0.000000
353,0.000000
354,0.000000
355,1.000000
356,0.000000
357,0.430677
358,0.630930
359,0.500000
36,0.000000
360,0.000000
361,1.000000
362,0.000000
363,0.000000
364,0.000000
365,0.630930
366,0.000000
367,0.262650
368,0.430677
369,0.000000
37,0.000000
370,0.333333
371,0.000000
372,0.000000
373,0.500000
374,0.386853
375,0.000000
376,1.000000
377,0.239812
378,0.000000
379,0.315465
38,0.191959
380,0.000000
381,0.000000
382,0.000000
383,0.000000
384,0.000000
385,0.000000
386,0.315465
387,0.270238
388,1.000000
389,0.000000
39,0.000000
390,0.000000
391,0.630930
392,0.231378
393,0.000000
394,0.000000
395,0.000000
396,1.000000
397,0.000000
398,0.203795
399,0.200000
4,0.000000
40,0.000000
400,0.289065
401,0.000000
402,0.186652
403,0.000000
404,0.000000
405,0.262650
406,0.315465
407,0.500000
408,0.000000
409,0.000000
41,0.000000
410,0.270238
411,0.000000
412,0.184289
413,0.630930
414,0.000000
415,0.289065
416,0.000000
417,0.289065
418,1.000000
419,0.000000
42,0.806574
420,0.333333
421,0.430677
422,0.000000
423,0.191959
424,0.386853
425,1.000000
426,0.000000
427,0.000000
428,0.500000
429,0.190551
43,0.000000
430,0.500000
431,0.186652
432,0.000000
433,0.000000
434,0.500000
435,0.630930
436,0.000000
437,0.356207
438,1.000000
439,0.386853
44,0.000000
440,0.315465
441,1.000000
442,0.430677
443,1.000000
444,0.000000
445,0.000000
446,0.500000
447,0.193426
448,1.000000
449,0.000000
45,0.278943
450,0.235409
451,0.000000
452,0.301030
453,0.301030
454,0.000000
455,1.000000
456,0.630930
457,1.000000
458,0.250000
459,0.187902
46,0.239812
460,0.262650
461,0.630930
462,0.630930
463,0.315465
464,0.430677
465,0.180031
466,0.000000
467,0.000000
468,0.000000
469,0.500000
47,0.000000
470,0.181043
471,0.191959
472,0.000000
473,0.000000
474,0.430677
475,0.000000
476,0.630930
477,0.205847
478,0.221065
479,0.000000
48,0.224244
480,0.000000
481,1.000000
482,0.000000
483,0.500000
484,0.000000
485,0.255958
486,1.000000
487,0.000000
488,0.218104
489,0.000000
49,0.000000
490,0.430677
491,1.000000
492,0.500000
493,0.231378
494,0.186652
495,0.000000
496,0.000000
497,0.315465
498,0.262650
499,0.356207
5,0.218104
50,0.386853
500,1.000000
501,0.000000
502,0.000000
503,1.000000
504,0.000000
505,0.262650
506,0.000000
507,0.000000
508,0.630930
509,0.000000
51,0.000000
510,0.000000
511,0.000000
512,0.000000
513,1.000000
514,0.000000
515,0.000000
516,1.000000
517,0.000000
518,0.630930
519,0.000000
52,0.000000
520,0.000000
521,0.000000
522,0.333333
523,0.430677
524,0.000000
525,0.315465
526,1.000000
527,0.000000
528,0.184289
529,0.000000
53,0.114445
530,0.386853
531,0.278943
532,0.000000
533,0.183169
534,0.231378
535,0.198240
536,0.630930
537,0.430677
538,0.000000
539,0.315465
54,0.630930
540,0.000000
541,1.000000
542,0.500000
543,0.000000
544,0.000000
545,0.201849
546,0.356207
547,0.500000
548,0.500000
549,0.270238
55,0.000000
550,0.000000
551,0.500000
552,0.000000
553,1.000000
554,0.000000
555,0.000000
556,0.000000
557,0.193426
558,0.000000
559,0.000000
56,0.000000
560,0.000000
561,1.000000
562,0.500000
563,0.000000
564,0.000000
565,0.000000
566,0.000000
567,0.289065
568,0.312736
569,0.239812
57,0.333333
570,0.430677
571,1.000000
572,0.000000
573,0.430677
574,0.333333
575,0.000000
576,0.000000
577,1.000000
578,0.386853
579,0.179052
58,0.000000
580,0.000000
581,0.000000
582,1.000000
583,0.630930
584,0.000000
585,0.630930
586,0.000000
587,1.000000
588,0.333333
589,1.000000
59,0.000000
590,0.000000
591,0.000000
592,0.000000
593,0.000000
594,0.356207
595,0.000000
596,1.000000
6,0.333333
60,0.000000
61,0.000000
62,0.000000
63,0.000000
64,0.000000
65,0.000000
66,0.000000
67,0.000000
68,0.118599
69,0.000000
7,0.239812
70,0.000000
71,0.000000
72,0.187902
73,0.212746
74,0.161043
75,0.000000
76,0.000000
77,0.000000
78,0.000000
79,0.000000
8,0.290895
80,0.000000
81,0.630930
82,0.000000
83,0.244651
84,0.000000
85,0.000000
86,0.000000
87,0.000000
88,0.000000
89,0.262650
9,0.000000
90,0.210310
91,0.196562
92,0.000000
93,0.000000
94,0.000000
95,0.000000
96,0.419002
97,0.181043
98,0.500000
99,0.000000
